key,kr,en,cn
STOCK_COMP_RAILCORE_DESC,화물 철도 운송 및 물류 기업,Freight rail transport and logistics company,货运铁路运输与物流企业
STOCK_COMP_PORTLINK,포트링크,PortLink,港联
STOCK_COMP_PORTLINK_DESC,항만 운영 및 해상 물류 터미널 기업,Port operations and maritime logistics terminal company,港口运营与海上物流码头企业
STOCK_TAG_AGRICULTURE,농업,Agriculture,农业
STOCK_TAG_BATTERY,배터리,Battery,电池
STOCK_TAG_BIO,바이오,Bio,生物
STOCK_TAG_CHEMICAL,화학,Chemical,化工
STOCK_TAG_CONSTRUCTION,건설,Construction,建筑
STOCK_TAG_CONSUMER,소비재,Consumer,消费品
STOCK_TAG_ECOMMERCE,이커머스,E-Commerce,电商
STOCK_TAG_ENERGY,에너지,Energy,能源
STOCK_TAG_FOOD,식품,Food,食品
STOCK_TAG_HARDWARE,하드웨어,Hardware,硬件
STOCK_TAG_LOGISTICS,물류,Logistics,物流
STOCK_TAG_MATERIALS,소재,Materials,材料
STOCK_TAG_MINING,광업,Mining,采矿
STOCK_TAG_PHARMA,제약,Pharma,制药
STOCK_TAG_RENEWABLE,재생에너지,Renewable,可再生能源
STOCK_TAG_RETAIL,유통,Retail,零售
STOCK_TAG_SEMICONDUCTOR,반도체,Semiconductor,半导体
STOCK_TAG_SOFTWARE,소프트웨어,Software,软件
STOCK_TAG_TOURISM,여행,Tourism,旅游
STOCK_TAG_TRANSPORT,운송,Transport,运输
STOCK_TAG_VACCINE,백신,Vaccine,疫苗
CHAIN_MEME_SURGE,밈 소비주 열풍,Meme Consumer Frenzy,迷因消费股狂潮
CHAIN_RESOURCE_SQUEEZE,원자재 스퀴즈,Resource Squeeze,资源挤压
CHAIN_TECH_MANIA,테크주 광풍,Tech Mania,科技股狂热
NEWS_MEME_001_TITLE,"개미 세력, 소비주 대량 매집 포착",Retail crowd spotted loading up on consumer stocks,散户大举吸筹消费股
NEWS_MEME_001_SUMMARY,온라인 커뮤니티發 매수세가 소비 관련주로 몰리고 있습니다.,Community-driven buying is pouring into consumer names.,来自社区的买盘正涌入消费类股票。
NEWS_MEME_002_TITLE,소비주 폭등! 거래량 폭발,Consumer stocks explode as volume erupts,消费股暴涨 成交量爆发
NEWS_MEME_002_SUMMARY,밈 열풍을 타고 소비 관련주가 하루 만에 급등하고 있습니다.,"Riding the meme wave, consumer stocks are spiking in a single day.",借迷因热潮 消费股一日之间飙升。
NEWS_MEME_003_TITLE,차익실현 매물 쏟아져 소비주 급락,"Profit-taking floods in, consumer stocks tumble",获利抛盘涌出 消费股暴跌
NEWS_MEME_003_SUMMARY,고점 경고 속 차익 매물이 나오며 거품이 빠지기 시작합니다.,"Amid peak warnings, profit-taking sets in and the bubble deflates.",高点警告声中获利了结出现 泡沫开始消退。
NEWS_MEME_004_TITLE,소비주 광풍 진정 국면,Consumer frenzy cools off,消费股狂潮趋于平静
NEWS_MEME_004_SUMMARY,과열됐던 소비주 테마가 서서히 관심에서 멀어지고 있습니다.,The overheated consumer theme is slowly fading from attention.,过热的消费主题正慢慢淡出视线。
NEWS_RESQ_001_TITLE,"원자재 공급난 조짐, 세력 매집설","Supply crunch looms, whispers of accumulation",原材料供应吃紧 传闻主力吸筹
NEWS_RESQ_001_SUMMARY,핵심 광물 수급 우려로 소재주에 매수세가 유입되고 있습니다.,Buying flows into materials on core mineral supply fears.,因核心矿物供应担忧 买盘涌入材料股。
NEWS_RESQ_002_TITLE,원자재 대란! 소재주 폭등,Resource shock! Materials stocks soar,原材料告急 材料股暴涨
NEWS_RESQ_002_SUMMARY,공급 병목이 현실화되며 소재 관련주가 폭발적으로 오르고 있습니다.,"As supply bottlenecks turn real, materials stocks surge explosively.",供应瓶颈成真 材料股爆发式上涨。
NEWS_RESQ_003_TITLE,재고 방출에 소재주 급락 전환,Stockpile release sends materials tumbling,抛储令材料股急转直下
NEWS_RESQ_003_SUMMARY,각국 비축분 방출 소식에 과열됐던 소재주가 무너지고 있습니다.,News of national reserve releases collapses the overheated rally.,各国释放储备的消息令过热的材料股崩落。
NEWS_RESQ_004_TITLE,원자재 열기 식는 중,Resource fever cools,原材料热度降温
NEWS_RESQ_004_SUMMARY,달아올랐던 소재 테마가 평년 수준으로 되돌아가고 있습니다.,The heated materials theme is settling back to normal.,火热的材料主题正回落至常态。
NEWS_TECHM_001_TITLE,"차세대 플랫폼 기대감, 테크주 매집","Next-gen platform buzz, tech accumulation begins",次世代平台预期 科技股吸筹
NEWS_TECHM_001_SUMMARY,신기술 발표 소문에 소프트웨어주로 자금이 몰리고 있습니다.,Rumors of a new tech reveal are drawing capital into software names.,新技术发布传闻吸引资金涌入软件股。
NEWS_TECHM_002_TITLE,테크주 폭등! 신기술 대박 기대,Tech stocks rocket on breakthrough hype,科技股火箭般上涨 期待技术突破
NEWS_TECHM_002_SUMMARY,차세대 플랫폼 공개 기대감에 소프트웨어주가 폭등하고 있습니다.,Anticipation of a next-gen platform sends software stocks soaring.,对次世代平台的期待令软件股暴涨。
NEWS_TECHM_003_TITLE,기대 과열 논란에 테크주 급락,Overhype backlash sinks tech stocks,预期过热引争议 科技股急跌
NEWS_TECHM_003_SUMMARY,실체 없는 기대였다는 회의론이 번지며 테크주가 급락합니다.,"Skepticism that it was all hype spreads, and tech stocks plunge.",质疑纯属炒作的声音蔓延 科技股大跌。
NEWS_TECHM_004_TITLE,테크 열풍 잦아듦,Tech frenzy dies down,科技热潮平息
NEWS_TECHM_004_SUMMARY,뜨거웠던 테크 테마가 서서히 진정되고 있습니다.,The red-hot tech theme is gradually calming down.,炙手可热的科技主题正逐渐冷却。
CHAIN_ROBOTICS_BOOM,자동화 물결,Automation Wave,自动化浪潮
NEWS_ROBOTICS_BOOM_001_TITLE,"대형 공장, 전면 무인화 라인 도입설",Major plant rumored to go fully lights-out,大型工厂传全面无人化产线
NEWS_ROBOTICS_BOOM_001_SUMMARY,한 대형 제조사가 생산 라인을 전면 로봇으로 교체한다는 소문이 돕니다.,Rumors say a big manufacturer will replace its lines entirely with robots.,传闻某大型制造商将把产线全面替换为机器人。
NEWS_ROBOTICS_BOOM_002A_TITLE,무인 공장 전환 공식 발표,Lights-out factory conversion made official,无人工厂改造正式公布
NEWS_ROBOTICS_BOOM_002A_SUMMARY,무인화 전환이 공식화되며 로봇·자동화 종목에 매수세가 몰립니다.,"The automation shift is confirmed, drawing buyers into robotics names.",自动化转型获证实，资金涌入机器人板块。
NEWS_ROBOTICS_BOOM_002B_TITLE,"자동화 비용 폭증, 프로젝트 보류","Automation costs balloon, project shelved",自动化成本暴涨，项目搁置
NEWS_ROBOTICS_BOOM_002B_SUMMARY,도입 비용이 예상을 크게 넘겨 무인화 계획이 보류됐습니다.,Costs far exceeded estimates and the lights-out plan was shelved.,成本远超预期，无人化计划被搁置。
NEWS_ROBOTICS_BOOM_003A_TITLE,자동화 기대감 진정,Automation hype settles,自动化热度回落
NEWS_ROBOTICS_BOOM_003A_SUMMARY,초기 과열이 가라앉고 관련주가 제자리를 찾습니다.,The early frenzy cools and related shares find their level.,初期过热平息，相关股回归常态。
NEWS_ROBOTICS_BOOM_003B_TITLE,무인화 논의 소강,Lights-out debate quiets,无人化讨论降温
NEWS_ROBOTICS_BOOM_003B_SUMMARY,보류 이후 자동화 이슈가 시장에서 잊혀갑니다.,"After the shelving, the automation story fades from the market.",搁置后自动化话题逐渐淡出市场。
CHAIN_CYBER_ATTACK,대규모 사이버 공격,Massive Cyber Attack,大规模网络攻击
NEWS_CYBER_ATTACK_001_TITLE,주요 인프라 해킹 정황 포착,Signs of critical-infrastructure hack detected,发现关键基础设施被黑迹象
NEWS_CYBER_ATTACK_001_SUMMARY,핵심 IT 인프라가 정체불명 세력에 침투당한 정황이 포착됐습니다.,Core IT infrastructure shows signs of intrusion by an unknown group.,核心IT基础设施疑遭不明势力入侵。
NEWS_CYBER_ATTACK_002A_TITLE,사상 최대 규모 해킹 공식 확인,Record-scale breach officially confirmed,史上最大规模入侵获官方确认
NEWS_CYBER_ATTACK_002A_SUMMARY,피해 규모가 사상 최대로 확인되며 보안주가 급등합니다.,"The breach is confirmed as record-scale, sending security stocks surging.",入侵被确认为史上最大，安全股飙升。
NEWS_CYBER_ATTACK_002B_TITLE,"오탐 판명, 침투 흔적 없음",False alarm — no intrusion found,误报——未发现入侵痕迹
NEWS_CYBER_ATTACK_002B_SUMMARY,정밀 조사 결과 침투 흔적이 없어 경보가 해제됐습니다.,A closer probe found no intrusion and the alert was lifted.,经详查未发现入侵，警报解除。
NEWS_CYBER_ATTACK_003A_TITLE,보안 특수 진정,Security spending spike cools,安全支出热潮回落
NEWS_CYBER_ATTACK_003A_SUMMARY,긴급 수요가 잦아들며 보안주 급등세가 진정됩니다.,Emergency demand eases and the security rally settles.,紧急需求缓和，安全股涨势趋稳。
NEWS_CYBER_ATTACK_003B_TITLE,해킹 소동 마무리,Hacking scare wraps up,黑客风波平息
NEWS_CYBER_ATTACK_003B_SUMMARY,오탐 판명 후 시장의 관심이 빠르게 식습니다.,"After the false alarm, market interest cools fast.",误报之后市场关注迅速降温。
CHAIN_TELECOM_MERGER,통신사 합병설,Telecom Merger Talks,电信合并传闻
NEWS_TELECOM_MERGER_001_TITLE,2·3위 통신사 합병 협상설,No.2 and No.3 carriers said to be in merger talks,二三名运营商传合并谈判
NEWS_TELECOM_MERGER_001_SUMMARY,업계 2·3위 통신사가 물밑 합병 협상 중이라는 관측이 나옵니다.,Word spreads that the No.2 and No.3 carriers are quietly negotiating a merger.,市场传业内第二、三名运营商正私下洽谈合并。
NEWS_TELECOM_MERGER_002A_TITLE,합병 최종 합의 발표,Merger deal finalized,合并最终达成
NEWS_TELECOM_MERGER_002A_SUMMARY,합병이 최종 타결되며 통신주 재평가 기대가 커집니다.,"The merger is sealed, fueling a re-rating of telecom shares.",合并落定，电信股重估预期升温。
NEWS_TELECOM_MERGER_002B_TITLE,"규제 당국, 합병 불허",Regulator blocks the merger,监管否决合并
NEWS_TELECOM_MERGER_002B_SUMMARY,경쟁 당국이 독과점 우려로 합병을 불허했습니다.,Antitrust authorities blocked the deal over monopoly concerns.,反垄断机构以垄断顾虑否决交易。
NEWS_TELECOM_MERGER_003A_TITLE,합병 재료 소화,Merger news digested,合并利好消化
NEWS_TELECOM_MERGER_003A_SUMMARY,합병 기대가 주가에 반영되며 움직임이 잦아듭니다.,Merger hopes get priced in and the move calms.,合并预期已被消化，走势趋缓。
NEWS_TELECOM_MERGER_003B_TITLE,합병 무산 후 정상화,Back to normal after the block,否决后回归常态
NEWS_TELECOM_MERGER_003B_SUMMARY,불허 이후 통신주가 원래 수준으로 돌아갑니다.,"After the block, telecom shares revert to prior levels.",否决后电信股回到原有水平。
CHAIN_AGRI_DROUGHT,가뭄과 흉작,Drought and Crop Failure,干旱与歉收
NEWS_AGRI_DROUGHT_001_TITLE,곡창지대 기록적 가뭄 경보,Record drought warning in the breadbasket,粮仓地带发布创纪录干旱预警
NEWS_AGRI_DROUGHT_001_SUMMARY,주요 곡창지대에 기록적 가뭄 경보가 내려졌습니다.,A record drought warning has been issued for a key grain belt.,主要产粮区发布创纪录干旱预警。
NEWS_AGRI_DROUGHT_002A_TITLE,"흉작 공식화, 곡물값 급등","Crop failure confirmed, grain prices jump",歉收确认，粮价大涨
NEWS_AGRI_DROUGHT_002A_SUMMARY,흉작이 공식 확인되며 농업·식품 관련주가 출렁입니다.,"The failed harvest is confirmed, jolting agriculture and food names.",歉收获确认，农业与食品股剧烈波动。
NEWS_AGRI_DROUGHT_002B_TITLE,때늦은 강우로 작황 회복,Late rains rescue the harvest,及时降雨挽救收成
NEWS_AGRI_DROUGHT_002B_SUMMARY,예상 밖 강우로 작황이 회복되며 우려가 걷힙니다.,Unexpected rains revive the crop and fears recede.,意外降雨令收成好转，忧虑消退。
NEWS_AGRI_DROUGHT_003A_TITLE,곡물 수급 안정,Grain supply stabilizes,粮食供需趋稳
NEWS_AGRI_DROUGHT_003A_SUMMARY,공급 우려가 진정되며 관련주가 안정을 찾습니다.,Supply fears ease and related shares steady.,供应忧虑缓解，相关股趋稳。
NEWS_AGRI_DROUGHT_003B_TITLE,가뭄 이슈 소멸,Drought story fades,干旱话题消退
NEWS_AGRI_DROUGHT_003B_SUMMARY,작황 회복 후 가뭄 재료가 시장에서 사라집니다.,"With the harvest saved, the drought story leaves the market.",收成无虞后干旱题材淡出市场。
CHAIN_TOURISM_REOPEN,여행 재개 기대,Travel Reopening Hopes,旅游重启预期
NEWS_TOURISM_REOPEN_001_TITLE,국경 전면 개방 임박설,Full border reopening said to be near,传全面开放边境在即
NEWS_TOURISM_REOPEN_001_SUMMARY,장기 봉쇄가 곧 풀린다는 관측에 여행 수요 기대가 커집니다.,Talk that the long lockdown will lift soon lifts travel-demand hopes.,传长期封锁将解除，旅游需求预期升温。
NEWS_TOURISM_REOPEN_002A_TITLE,무비자 전면 재개 확정,Visa-free travel fully restored,免签全面恢复
NEWS_TOURISM_REOPEN_002A_SUMMARY,무비자 여행이 전면 재개되며 관광·운송주가 뜁니다.,"Visa-free travel fully resumes, lifting tourism and transport names.",免签旅游全面恢复，旅游与运输股走高。
NEWS_TOURISM_REOPEN_002B_TITLE,재확산 우려로 개방 연기,Reopening delayed on resurgence fears,因疫情反弹推迟开放
NEWS_TOURISM_REOPEN_002B_SUMMARY,재확산 우려로 개방이 연기되며 기대가 꺾입니다.,"Reopening is delayed over resurgence fears, deflating hopes.",因反弹忧虑推迟开放，预期受挫。
NEWS_TOURISM_REOPEN_003A_TITLE,여행 특수 안정,Travel boom settles,旅游热潮趋稳
NEWS_TOURISM_REOPEN_003A_SUMMARY,초기 폭발적 수요가 정상 궤도로 돌아옵니다.,The initial demand burst normalizes.,初期爆发需求回归正常。
NEWS_TOURISM_REOPEN_003B_TITLE,개방 연기 후 관망,Wait-and-see after the delay,推迟后观望
NEWS_TOURISM_REOPEN_003B_SUMMARY,연기 이후 여행주가 관망세로 돌아섭니다.,"After the delay, travel shares turn cautious.",推迟后旅游股转为观望。
CHAIN_ECOMMERCE_WAR,이커머스 출혈 경쟁,E-Commerce Price War,电商价格战
NEWS_ECOMMERCE_WAR_001_TITLE,최저가 전쟁 재점화 조짐,Signs a price war is reigniting,价格战重燃迹象
NEWS_ECOMMERCE_WAR_001_SUMMARY,대형 플랫폼들이 최저가 경쟁을 다시 벌인다는 신호가 나옵니다.,Big platforms are signaling another round of deep discounting.,大型平台释放再度打价格战的信号。
NEWS_ECOMMERCE_WAR_002A_TITLE,"전면 할인전 돌입, 마진 붕괴",All-out discounting craters margins,全面打折，利润率崩塌
NEWS_ECOMMERCE_WAR_002A_SUMMARY,전면 할인전이 벌어지며 이커머스·유통주 마진 우려가 커집니다.,"All-out discounting erupts, hammering margins across e-commerce and retail.",全面打折爆发，电商与零售利润率承压。
NEWS_ECOMMERCE_WAR_002B_TITLE,담합 아닌 휴전 합의,"Truce, not a war, is struck",达成休战而非开战
NEWS_ECOMMERCE_WAR_002B_SUMMARY,업계가 출혈 대신 휴전에 합의하며 마진 우려가 완화됩니다.,"The industry opts for a truce over bloodshed, easing margin fears.",业界选择休战，利润率忧虑缓解。
NEWS_ECOMMERCE_WAR_003A_TITLE,할인전 진정,Discount war cools,价格战降温
NEWS_ECOMMERCE_WAR_003A_SUMMARY,경쟁 강도가 낮아지며 관련주가 안정됩니다.,Competitive intensity eases and shares steady.,竞争强度下降，相关股趋稳。
NEWS_ECOMMERCE_WAR_003B_TITLE,휴전 후 정상화,Normalizing after the truce,休战后回归常态
NEWS_ECOMMERCE_WAR_003B_SUMMARY,휴전 이후 유통주가 원래 수준으로 회복됩니다.,"After the truce, retail names recover to prior levels.",休战后零售股恢复至原水平。
CHAIN_CHEMICAL_SPILL,화학 공장 사고,Chemical Plant Disaster,化工厂事故
NEWS_CHEMICAL_SPILL_001_TITLE,화학 단지 누출 사고설,Rumored leak at a chemical complex,化工园区疑发生泄漏
NEWS_CHEMICAL_SPILL_001_SUMMARY,대형 화학 단지에서 유독물질이 누출됐다는 소문이 퍼집니다.,Rumors spread of a toxic leak at a major chemical complex.,传大型化工园区发生有毒泄漏。
NEWS_CHEMICAL_SPILL_002A_TITLE,"대형 누출 확인, 가동 전면 중단","Major leak confirmed, plant fully halted",确认重大泄漏，工厂全面停产
NEWS_CHEMICAL_SPILL_002A_SUMMARY,대형 누출이 확인돼 공장이 멈추고 화학주가 급락합니다.,"A major leak is confirmed, halting the plant and sinking chemical shares.",重大泄漏获确认，工厂停产，化工股大跌。
NEWS_CHEMICAL_SPILL_002B_TITLE,경미 사고로 판명,Turns out to be a minor incident,查明为轻微事故
NEWS_CHEMICAL_SPILL_002B_SUMMARY,조사 결과 경미한 사고로 판명돼 우려가 해소됩니다.,"Investigators find only a minor incident, easing concern.",调查显示仅为轻微事故，忧虑消除。
NEWS_CHEMICAL_SPILL_003A_TITLE,사고 수습 국면,Cleanup underway,事故进入善后
NEWS_CHEMICAL_SPILL_003A_SUMMARY,복구가 진행되며 낙폭이 일부 회복됩니다.,"With cleanup underway, part of the drop recovers.",善后展开，跌幅部分收复。
NEWS_CHEMICAL_SPILL_003B_TITLE,사고 여파 소멸,Aftermath fades,事故余波消退
NEWS_CHEMICAL_SPILL_003B_SUMMARY,경미 판명 후 화학주가 정상화됩니다.,"Once ruled minor, chemical shares normalize.",确认轻微后化工股回归正常。
CHAIN_CONSTRUCTION_BOOM,인프라 투자 붐,Infrastructure Spending Boom,基建投资热
NEWS_CONSTRUCTION_BOOM_001_TITLE,초대형 인프라 예산 편성설,Talk of a giant infrastructure budget,传编制超大规模基建预算
NEWS_CONSTRUCTION_BOOM_001_SUMMARY,정부가 초대형 인프라 예산을 준비 중이라는 관측이 나옵니다.,Word is the government is preparing a giant infrastructure budget.,传政府正筹备超大规模基建预算。
NEWS_CONSTRUCTION_BOOM_002A_TITLE,"인프라 법안 통과, 발주 봇물","Infra bill passes, orders flood in",基建法案通过，订单涌现
NEWS_CONSTRUCTION_BOOM_002A_SUMMARY,법안 통과로 발주가 쏟아지며 건설·소재주가 강세입니다.,"The bill passes and orders surge, lifting construction and materials.",法案通过订单激增，建筑与材料股走强。
NEWS_CONSTRUCTION_BOOM_002B_TITLE,예산 삭감으로 규모 축소,"Budget slashed, scope cut",预算削减，规模缩水
NEWS_CONSTRUCTION_BOOM_002B_SUMMARY,예산이 대폭 삭감되며 기대했던 발주 규모가 줄었습니다.,"The budget is slashed, shrinking the expected order pipeline.",预算大幅削减，预期订单规模缩水。
NEWS_CONSTRUCTION_BOOM_003A_TITLE,발주 기대 소화,Order hopes digested,订单预期消化
NEWS_CONSTRUCTION_BOOM_003A_SUMMARY,발주 기대가 반영되며 강세가 진정됩니다.,Order hopes get priced in and the rally cools.,订单预期已消化，涨势趋缓。
NEWS_CONSTRUCTION_BOOM_003B_TITLE,예산 축소 후 조정,Pullback after the cut,削减后回调
NEWS_CONSTRUCTION_BOOM_003B_SUMMARY,삭감 이후 건설주가 되돌림을 보입니다.,"After the cut, construction names give back gains.",削减后建筑股出现回吐。
CHAIN_AUTOMOTIVE_RECALL,대규모 리콜 사태,Mass Recall Scandal,大规模召回风波
NEWS_AUTOMOTIVE_RECALL_001_TITLE,결함 은폐 의혹 제기,Defect cover-up suspected,疑隐瞒缺陷
NEWS_AUTOMOTIVE_RECALL_001_SUMMARY,한 완성차 업체가 결함을 은폐했다는 의혹이 제기됩니다.,An automaker is suspected of covering up a defect.,一家整车厂被指隐瞒缺陷。
NEWS_AUTOMOTIVE_RECALL_002A_TITLE,사상 최대 리콜 명령,Record recall ordered,下达史上最大召回令
NEWS_AUTOMOTIVE_RECALL_002A_SUMMARY,사상 최대 규모 리콜이 명령되며 자동차주가 급락합니다.,"A record recall is ordered, sending auto shares tumbling.",下达史上最大召回令，汽车股大跌。
NEWS_AUTOMOTIVE_RECALL_002B_TITLE,결함 무관 판정,Cleared of the defect claim,缺陷指控被驳回
NEWS_AUTOMOTIVE_RECALL_002B_SUMMARY,조사에서 결함과 무관한 것으로 판정돼 주가가 반등합니다.,The probe clears the defect claim and shares rebound.,调查判定与缺陷无关，股价反弹。
NEWS_AUTOMOTIVE_RECALL_003A_TITLE,리콜 충격 진정,Recall shock eases,召回冲击缓和
NEWS_AUTOMOTIVE_RECALL_003A_SUMMARY,리콜 비용 우려가 반영되며 낙폭이 진정됩니다.,Recall-cost fears get priced in and the drop steadies.,召回成本忧虑消化，跌势趋稳。
NEWS_AUTOMOTIVE_RECALL_003B_TITLE,무혐의 후 회복,Recovery after the clearance,无责后恢复
NEWS_AUTOMOTIVE_RECALL_003B_SUMMARY,무혐의 판정 후 자동차주가 회복됩니다.,"After the clearance, auto shares recover.",无责判定后汽车股恢复。
CHAIN_HEALTH_REFORM,의료 개혁안,Healthcare Reform Bill,医疗改革法案
NEWS_HEALTH_REFORM_001_TITLE,약가 인하 개혁안 추진설,Drug-price cut reform said to be coming,传推动药价下调改革
NEWS_HEALTH_REFORM_001_SUMMARY,정부가 약가를 대폭 낮추는 개혁안을 추진한다는 소문이 돕니다.,Rumors say the government will push a bill to sharply cut drug prices.,传政府将推动大幅下调药价的改革案。
NEWS_HEALTH_REFORM_002A_TITLE,약가 인하 법안 통과,Drug-price cut bill passes,药价下调法案通过
NEWS_HEALTH_REFORM_002A_SUMMARY,약가 인하가 확정되며 제약·헬스주 이익 우려가 커집니다.,"The price cut is confirmed, pressuring pharma and health margins.",药价下调落定，制药与医疗利润承压。
NEWS_HEALTH_REFORM_002B_TITLE,업계 반발로 법안 후퇴,Bill retreats amid industry pushback,业界反对，法案退让
NEWS_HEALTH_REFORM_002B_SUMMARY,업계 반발로 인하 폭이 크게 완화됩니다.,Industry pushback softens the cuts considerably.,业界反对令降价幅度大幅缓和。
NEWS_HEALTH_REFORM_003A_TITLE,개혁 우려 진정,Reform fears settle,改革忧虑趋稳
NEWS_HEALTH_REFORM_003A_SUMMARY,인하 우려가 반영되며 헬스주가 안정됩니다.,Price-cut fears get priced in and health names steady.,降价忧虑消化，医疗股趋稳。
NEWS_HEALTH_REFORM_003B_TITLE,법안 후퇴 후 반등,Rebound after the retreat,退让后反弹
NEWS_HEALTH_REFORM_003B_SUMMARY,법안 후퇴로 제약주가 반등합니다.,"With the bill softened, pharma shares rebound.",法案退让后制药股反弹。
CHAIN_CRYPTO_CRACKDOWN,가상자산 규제,Crypto Crackdown,加密资产监管
NEWS_CRYPTO_CRACKDOWN_001_TITLE,가상자산 전면 규제 임박설,Sweeping crypto rules said to be imminent,传全面加密监管在即
NEWS_CRYPTO_CRACKDOWN_001_SUMMARY,당국이 가상자산 전면 규제를 예고했다는 관측이 나옵니다.,Regulators are said to be signaling sweeping crypto rules.,传监管机构预告全面加密监管。
NEWS_CRYPTO_CRACKDOWN_002A_TITLE,거래 전면 규제 발표,Sweeping trading curbs announced,公布全面交易限制
NEWS_CRYPTO_CRACKDOWN_002A_SUMMARY,전면 규제가 발표되며 핀테크·금융주가 흔들립니다.,"Sweeping curbs are announced, rattling fintech and finance.",全面监管出台，金融科技与金融股震荡。
NEWS_CRYPTO_CRACKDOWN_002B_TITLE,규제 대폭 완화 선회,Regulators pivot to lighter rules,监管转向大幅放宽
NEWS_CRYPTO_CRACKDOWN_002B_SUMMARY,당국이 완화된 규제로 선회하며 우려가 걷힙니다.,"Regulators pivot to lighter rules, lifting the gloom.",监管转向宽松，忧虑消散。
NEWS_CRYPTO_CRACKDOWN_003A_TITLE,규제 충격 소화,Regulatory shock digested,监管冲击消化
NEWS_CRYPTO_CRACKDOWN_003A_SUMMARY,규제 여파가 반영되며 관련주가 진정됩니다.,The regulatory hit gets priced in and shares steady.,监管影响消化，相关股趋稳。
NEWS_CRYPTO_CRACKDOWN_003B_TITLE,완화 선회 후 반등,Rebound after the pivot,转向后反弹
NEWS_CRYPTO_CRACKDOWN_003B_SUMMARY,완화 기대로 핀테크주가 반등합니다.,Hopes for lighter rules rebound fintech names.,放宽预期令金融科技股反弹。
CHAIN_FOOD_SAFETY,식품 안전 파동,Food Safety Scare,食品安全风波
NEWS_FOOD_SAFETY_001_TITLE,유명 식품 이물질 검출설,Contaminant rumored in a popular food,传知名食品检出异物
NEWS_FOOD_SAFETY_001_SUMMARY,인기 식품에서 이물질이 나왔다는 소문이 SNS로 번집니다.,Rumors of a contaminant in a popular food spread on social media.,传人气食品检出异物，社媒扩散。
NEWS_FOOD_SAFETY_002A_TITLE,대규모 회수 조치 발표,Mass product recall announced,宣布大规模召回
NEWS_FOOD_SAFETY_002A_SUMMARY,대규모 회수가 발표되며 식품·소비주가 하락합니다.,"A mass recall is announced, dragging food and consumer names down.",宣布大规模召回，食品与消费股下挫。
NEWS_FOOD_SAFETY_002B_TITLE,검사 결과 이상 없음,Tests come back clean,检测结果无异常
NEWS_FOOD_SAFETY_002B_SUMMARY,정밀 검사에서 이상이 없어 논란이 진화됩니다.,"Lab tests come back clean, quelling the uproar.",精密检测无异常，风波平息。
NEWS_FOOD_SAFETY_003A_TITLE,불매 여파 진정,Boycott impact eases,抵制影响缓和
NEWS_FOOD_SAFETY_003A_SUMMARY,회수 조치 후 불매 여파가 잦아듭니다.,"After the recall, boycott effects subside.",召回后抵制影响趋缓。
NEWS_FOOD_SAFETY_003B_TITLE,논란 종결,Controversy closes out,争议落幕
NEWS_FOOD_SAFETY_003B_SUMMARY,이상 없음 판정 후 소비주가 회복됩니다.,"After the clean result, consumer names recover.",无异常判定后消费股恢复。
CHAIN_BIOTECH_FRENZY,바이오 광풍,Biotech Frenzy,生物科技狂潮
NEWS_BIOTECH_FRENZY_001_TITLE,신약 '기적의 데이터' 소문,Rumor of 'miracle data' for a new drug,新药'奇迹数据'传闻
NEWS_BIOTECH_FRENZY_001_SUMMARY,한 바이오벤처의 신약 데이터가 기적적이라는 소문이 커뮤니티에 퍼집니다.,Talk of miraculous trial data for a biotech's drug spreads online.,传某生物新药试验数据堪称奇迹，网络疯传。
NEWS_BIOTECH_FRENZY_002_TITLE,"임상 대성공 발표, 폭등",Blockbuster trial success — shares moon,临床大成功，股价暴涨
NEWS_BIOTECH_FRENZY_002_SUMMARY,임상 성공이 발표되며 바이오주가 폭등합니다.,Trial success is announced and the biotech name moons.,临床成功公布，生物股暴涨。
NEWS_BIOTECH_FRENZY_003_TITLE,고평가 논란에 급락 시작,Overvaluation talk sparks a slide,估值过高引发下滑
NEWS_BIOTECH_FRENZY_003_SUMMARY,고평가 논란이 불거지며 급등분을 토해내기 시작합니다.,Overvaluation chatter begins unwinding the spike.,估值过高争议起，涨幅开始回吐。
NEWS_BIOTECH_FRENZY_004_TITLE,광풍 종료,Frenzy over,狂潮落幕
NEWS_BIOTECH_FRENZY_004_SUMMARY,과열이 식으며 바이오주가 잊혀갑니다.,The frenzy cools and the biotech name is forgotten.,过热平息，生物股被遗忘。
CHAIN_DEFENSE_SCRAMBLE,방산 특수 광풍,Defense Scramble,军工抢购潮
NEWS_DEFENSE_SCRAMBLE_001_TITLE,긴급 대량 발주 소문,Rumor of a sudden mega-order,突发巨额订单传闻
NEWS_DEFENSE_SCRAMBLE_001_SUMMARY,한 방산업체에 긴급 대량 발주가 임박했다는 소문이 돕니다.,Word spreads of an imminent mega-order for a defense firm.,传某军工企业即将获得巨额紧急订单。
NEWS_DEFENSE_SCRAMBLE_002_TITLE,"초대형 계약 체결, 폭등",Giant contract signed — shares moon,签下超大合同，股价暴涨
NEWS_DEFENSE_SCRAMBLE_002_SUMMARY,초대형 계약이 체결되며 방산주가 폭등합니다.,A giant contract is signed and the defense name moons.,签下超大合同，军工股暴涨。
NEWS_DEFENSE_SCRAMBLE_003_TITLE,차익 실현에 급락 시작,Profit-taking sparks a slide,获利了结引发下滑
